Trip_ID,Trip_StartTime,Origin_longitude,Origin_latitude,Dest_longitude,Dest_latitude,Customer_ID,Driver_ID,driver_rated_for_trip,customer_rated_for_trip,Trip_cancellation,Cancelled_by,Reason,year,month,Region,CALENDAR_DATE,hours_range
55151220,2014-12-04 18:31:00,-73.98012,40.75443,-74.00228,40.72819,C39184,D22724,4,3,1,Customer,Change of plan,2014,12,Pubs,4/12/2014,06:00PM-09:00PM
3150620,2014-12-04 19:05:00,-73.972066,40.796767,-74.008063,40.739602,C25673,D64210,4,2,1,Driver,Issue with vehicle,2014,12,Airport,4/12/2014,06:00PM-09:00PM
9588214,2014-12-04 21:11:00,0.0,0.0,0.0,0.0,C41429,D48465,5,4,1,Customer,Delay in arrival,2014,12,Tourist_Spots,4/12/2014,06:00PM-09:00PM
9742478,2014-12-05 00:27:00,-73.983067,40.677315,-73.968405,40.679492,C36609,D14244,3,5,1,Customer,Change of plan,2014,12,0.0,5/12/2014,12:00AM-03:00AM
33418025,2014-12-05 03:45:00,-74.000152,40.728695,-73.960615,40.647987,C40152,D78317,4,5,1,Customer,Inappropriate behavior of driver,2014,12,Pubs,5/12/2014,12:00AM-03:00AM
52385488,2014-12-05 03:51:51,-73.988513,40.73118,-73.875043,40.738581,C22518,D83241,4,3,1,Driver,Inappropriate behavior of customer,2014,12,Airport,5/12/2014,12:00AM-03:00AM
47172796,2014-12-05 06:14:39,-73.776697,40.645364,-73.956842,40.744778,C24982,D83241,5,4,1,Customer,Delay in arrival,2014,12,Pubs,5/12/2014,03:00AM-06:00AM
28074823,2014-12-05 06:28:31,-74.006057,40.704607,-73.974202,40.760533,C26748,D76086,5,3,1,Driver,Issue with vehicle,2014,12,SubwayStations,5/12/2014,03:00AM-06:00AM
19571773,2014-12-05 08:22:10,-73.977759,40.776093,-73.979693,40.789672,C26748,D22175,3,5,1,Customer,Delay in arrival,2014,12,Airport,5/12/2014,06:00AM-09:00AM
18477081,2014-12-05 13:26:46,-73.948728,40.777833,-73.955999,40.771829,C20815,D11048,3,5,1,Driver,Customer not found on location,2014,12,Tourist_Spots,5/12/2014,12:00PM-03:00PM
42891694,2014-12-05 13:43:00,-73.940193,40.815142,-73.948805,40.80879,C11938,D22724,4,1,1,Customer,High trip charges,2014,12,Industrial_Zones,5/12/2014,12:00PM-03:00PM
10774547,2014-12-05 13:56:00,-73.978395,40.751187,-74.013772,40.70357,C37492,D48465,4,3,1,Driver,Issue with vehicle,2014,12,Industrial_Zones,5/12/2014,12:00PM-03:00PM
12953948,2014-12-05 14:37:51,-73.96782,40.765908,-74.004913,40.74556,C37591,D53927,5,5,1,Driver,Delay due to traffic,2014,12,Sports_Arenas,5/12/2014,12:00PM-03:00PM
21622839,2014-12-05 17:07:00,-73.982257,40.776832,-73.987155,40.771182,C17135,D61908,5,3,1,Driver,Issue with vehicle,2014,12,Sports_Arenas,5/12/2014,03:00PM-06:00PM
37673367,2014-12-05 22:03:26,-73.980236,40.780196,-73.975079,40.793519,C40291,D14326,3,5,1,Customer,High trip charges,2014,12,Tourist_Spots,5/12/2014,12:00AM-3:00AM
7039349,2014-12-05 22:24:00,-73.974698,40.74202,-73.947695,40.776072,C26694,D78629,4,4,1,Customer,Inappropriate behavior of driver,2014,12,Pubs,5/12/2014,12:00AM-3:00AM
49525047,2014-12-05 23:54:00,-73.97173,40.75623,-73.99379,40.75906,C49580,D34300,2,2,1,Driver,Issue with vehicle,2014,12,Tourist_Spots,5/12/2014,12:00AM-3:00AM
20085363,2014-12-06 06:56:19,-73.94034,40.809095,-74.002504,40.755254,C39374,D48465,4,2,1,Customer,Delay in arrival,2014,12,Industrial_Zones,6/12/2014,03:00AM-06:00AM
999218,2014-12-06 11:19:09,-74.000972,40.741742,-73.99526,40.749646,C19280,D36668,1,3,1,Driver,Issue with vehicle,2014,12,Industrial_Zones,6/12/2014,09:00AM-12:00PM
41908897,2014-12-06 11:34:00,-73.963055,40.774962,-73.964527,40.762317,C20147,D22724,2,5,1,Driver,Issue with vehicle,2014,12,Industrial_Zones,6/12/2014,09:00AM-12:00PM
32498144,2014-12-06 17:46:19,-73.973581,40.791443,-73.981399,40.771101,C15980,D36668,4,3,1,Driver,Issue with vehicle,2014,12,Industrial_Zones,6/12/2014,03:00PM-06:00PM
19774342,2014-12-06 22:02:00,-74.001462,40.721132,-73.937022,40.844867,C50462,D63219,4,2,1,Driver,Customer not found on location,2014,12,Airport,6/12/2014,12:00AM-3:00AM
2809228,2014-12-07 02:37:56,-73.980411,40.688279,-73.982027,40.778015,C51673,D55311,4,5,1,Driver,Customer not found on location,2014,12,SubwayStations,7/12/2014,12:00AM-03:00AM
37869664,2014-12-07 17:24:18,-73.870551,40.773474,-73.9789,40.762227,C26841,D53927,3,5,1,Driver,Issue with vehicle,2014,12,Industrial_Zones,7/12/2014,03:00PM-06:00PM
26458774,2014-12-07 17:52:28,-73.98524,40.774189,-73.947727,40.775062,C50924,D49646,4,4,1,Driver,Customer not found on location,2014,12,SubwayStations,7/12/2014,03:00PM-06:00PM
4473115,2014-12-07 17:56:40,-73.975832,40.759203,-73.984034,40.762699,C51170,D98272,5,2,1,Driver,Customer not found on location,2014,12,Sports_Arenas,7/12/2014,03:00PM-06:00PM
15527546,2014-12-07 21:50:00,-73.98536,40.759892,-73.999922,40.761562,C38195,D76086,5,3,1,Driver,Customer not found on location,2014,12,Airport,7/12/2014,06:00PM-09:00PM
42278385,2014-12-07 22:49:00,-73.991498,40.749365,-73.978468,40.747668,C17629,D69622,5,5,1,Driver,Customer not found on location,2014,12,Tourist_Spots,7/12/2014,12:00AM-3:00AM
18430097,2014-12-08 08:08:47,-73.97728,40.752511,-74.008249,40.711448,C52940,D30656,5,5,1,Driver,Issue with vehicle,2014,12,Industrial_Zones,8/12/2014,06:00AM-09:00AM
8098925,2014-12-08 09:34:00,-73.97823,40.76451,-73.9913,40.7498,C36214,D63151,4,4,1,Customer,Change of plan,2014,12,Tourist_Spots,8/12/2014,09:00AM-12:00PM
43619280,2014-12-08 13:32:00,-73.974433,40.760102,-73.955445,40.781057,C22584,D38776,3,5,1,Customer,Delay in arrival,2014,12,Industrial_Zones,8/12/2014,12:00PM-03:00PM
53154586,2014-12-08 20:22:52,-73.992101,40.754311,-73.986587,40.761048,C18630,D48465,4,5,1,Driver,Issue with vehicle,2014,12,Pubs,8/12/2014,06:00PM-09:00PM
25294641,2014-12-08 20:41:00,-73.977287,40.747042,-73.980395,40.7322,C40149,D11542,3,5,1,Driver,Inappropriate behavior of customer,2014,12,Tourist_Spots,8/12/2014,06:00PM-09:00PM
50467507,2014-12-09 10:54:00,-73.985245,40.769087,-73.947997,40.778127,C38670,D26625,3,2,1,Customer,High trip charges,2014,12,Tourist_Spots,9/12/2014,09:00AM-12:00PM
15607900,2014-12-09 14:32:51,-73.99345,40.750057,-73.967511,40.793821,C50372,D30656,5,4,1,Driver,Issue with vehicle,2014,12,Tourist_Spots,9/12/2014,12:00PM-03:00PM
22426061,2014-12-09 21:22:00,-73.96081,40.714382,-73.943137,40.70651,C49850,D22724,1,1,1,Driver,Customer not found on location,2014,12,Pubs,9/12/2014,06:00PM-09:00PM
2324356,2014-12-09 22:13:00,-73.990442,40.761637,-73.988872,40.774312,C21754,D66365,4,4,1,Driver,Issue with vehicle,2014,12,Industrial_Zones,9/12/2014,12:00AM-3:00AM
12368926,2014-12-09 22:40:00,-74.007737,40.704722,-73.97058,40.751642,C40238,D64210,4,2,1,Customer,Delay in arrival,2014,12,Airport,9/12/2014,12:00AM-3:00AM
49666866,2014-12-10 03:05:28,-73.998889,40.727686,-73.97541,40.759356,C21471,D16930,4,2,1,Customer,Delay in arrival,2014,12,Pubs,10/12/2014,12:00AM-03:00AM
20661326,2014-12-10 08:31:00,-73.970287,40.785712,-73.974995,40.79279,C25508,D89828,5,5,1,Driver,Customer not found on location,2014,12,Pubs,10/12/2014,06:00AM-09:00AM
18176503,2014-12-10 08:38:23,-73.977472,40.779337,-73.97884,40.756041,C19620,D26336,1,4,1,Customer,Inappropriate behavior of driver,2014,12,Pubs,10/12/2014,06:00AM-09:00AM
29226492,2014-12-10 12:05:00,-73.971975,40.754232,-73.965318,40.758267,C29604,D63647,4,4,1,Customer,Inappropriate behavior of driver,2014,12,Industrial_Zones,10/12/2014,12:00PM-03:00PM
44876036,2014-12-10 17:13:59,-73.969935,40.759807,-73.955891,40.771971,C14782,D22724,1,5,1,Customer,Inappropriate behavior of driver,2014,12,SubwayStations,10/12/2014,03:00PM-06:00PM
20140128,2014-12-10 20:55:32,-74.003913,40.742252,-74.003375,40.750687,C20342,D16930,3,1,1,Driver,Customer not found on location,2014,12,SubwayStations,10/12/2014,06:00PM-09:00PM
15477009,2014-12-10 21:09:13,-73.975212,40.790433,-73.95423,40.77142,C20841,D53927,5,2,1,Customer,Change of plan,2014,12,Pubs,10/12/2014,06:00PM-09:00PM
15373593,2014-12-11 00:56:00,-73.99153,40.75979,-73.95435,40.80834,C25508,D26336,2,4,1,Driver,Customer not found on location,2014,12,0.0,11/12/2014,12:00AM-03:00AM
34294166,2014-12-11 10:07:00,-74.005788,40.740397,-74.00348,40.732122,C38391,D26625,5,5,1,Driver,Issue with vehicle,2014,12,SubwayStations,11/12/2014,09:00AM-12:00PM
39263939,2014-12-11 12:03:19,-73.976564,40.763846,-73.977713,40.786362,C13584,D53927,4,2,1,Driver,Delay due to traffic,2014,12,Industrial_Zones,11/12/2014,12:00PM-03:00PM
25731510,2014-12-11 13:30:34,-73.964983,40.762361,-73.964983,40.762361,C34789,D16930,5,4,1,Customer,High trip charges,2014,12,Industrial_Zones,11/12/2014,12:00PM-03:00PM
30500932,2014-12-11 14:12:00,-73.979817,40.765348,-73.970467,40.760572,C22177,D78317,5,2,1,Customer,Delay in arrival,2014,12,Sports_Arenas,11/12/2014,12:00PM-03:00PM
16397520,2014-12-11 16:39:38,-73.9921,40.744687,-73.980862,40.740357,C51374,D30700,1,4,1,Customer,Change of plan,2014,12,SubwayStations,11/12/2014,03:00PM-06:00PM
22172038,2014-12-11 19:12:08,-73.983517,40.760215,-74.002568,40.729057,C24803,D14326,3,5,1,Customer,High trip charges,2014,12,Airport,11/12/2014,06:00PM-09:00PM
37755893,2014-12-11 22:00:25,-73.96346,40.777004,-73.980053,40.785605,C49620,D63151,2,1,1,Driver,Customer not found on location,2014,12,Tourist_Spots,11/12/2014,12:00AM-3:00AM
29703784,2014-12-12 03:05:42,-74.00416,40.742443,-73.999705,40.738606,C11029,D61908,3,1,1,Driver,Delay due to traffic,2014,12,Airport,12/12/2014,12:00AM-03:00AM
4903972,2014-12-12 09:28:00,-73.986917,40.75117,-73.972998,40.751495,C40152,D55311,4,4,1,Customer,High trip charges,2014,12,Industrial_Zones,12/12/2014,09:00AM-12:00PM
44644614,2014-12-12 10:33:00,-73.96212,40.767895,-73.971777,40.760162,C20659,D14326,5,2,1,Driver,Issue with vehicle,2014,12,SubwayStations,12/12/2014,09:00AM-12:00PM
52975310,2014-12-12 11:08:01,-73.991081,40.739398,-74.005425,40.728137,C39175,D34300,4,3,1,Customer,High trip charges,2014,12,Airport,12/12/2014,09:00AM-12:00PM
4225323,2014-12-12 13:31:17,-73.994818,40.725878,-73.988271,40.739063,C49850,D14326,4,5,1,Customer,Delay in arrival,2014,12,Tourist_Spots,12/12/2014,12:00PM-03:00PM
48330866,2014-12-12 13:37:42,-74.007485,40.726687,-73.978272,40.750975,C40291,D27764,4,5,1,Driver,Issue with vehicle,2014,12,Sports_Arenas,12/12/2014,12:00PM-03:00PM
35466206,2014-12-12 18:16:00,-73.97576,40.776377,-73.966947,40.796045,C34152,D64210,3,4,1,Driver,Inappropriate behavior of customer,2014,12,Airport,12/12/2014,06:00PM-09:00PM
12387887,2014-12-12 19:27:05,-73.874923,40.774125,-73.94919,40.785136,C40075,D12502,4,4,1,Driver,Issue with vehicle,2014,12,Sports_Arenas,12/12/2014,06:00PM-09:00PM
28651192,2014-12-12 22:57:00,-73.97257,40.75689,-73.96674,40.76723,C42538,D49646,5,5,1,Customer,Delay in arrival,2014,12,Airport,12/12/2014,12:00AM-3:00AM
40947431,2014-12-13 13:59:33,-73.972882,40.780606,-73.967933,40.762512,C49580,D14326,2,5,1,Driver,Customer not found on location,2014,12,Tourist_Spots,13/12/2014,12:00PM-03:00PM
24368892,2014-12-13 20:27:00,-73.988357,40.723617,-73.974547,40.736582,C20659,D79566,4,3,1,Driver,Issue with vehicle,2014,12,Industrial_Zones,13/12/2014,06:00PM-09:00PM
39666353,2014-12-14 00:59:00,-73.994255,40.719747,-73.956062,40.777975,C17356,D13828,1,1,1,Driver,Issue with vehicle,2014,12,0.0,14/12/2014,12:00AM-03:00AM
51785111,2014-12-14 03:43:13,-73.987271,40.748877,-73.988058,40.749219,C41429,D30656,5,5,1,Driver,Delay due to traffic,2014,12,SubwayStations,14/12/2014,12:00AM-03:00AM
36934832,2014-12-14 08:35:00,-73.948852,40.789922,-73.95077,40.797567,C19620,D53927,5,2,1,Driver,Issue with vehicle,2014,12,Airport,14/12/2014,06:00AM-09:00AM
30097079,2014-12-14 11:37:51,-73.99264,40.723983,-74.00366,40.732528,C22490,D55311,4,4,1,Driver,Issue with vehicle,2014,12,Tourist_Spots,14/12/2014,09:00AM-12:00PM
37460343,2014-12-14 15:21:34,-73.934609,40.796524,-73.945434,40.776987,C52493,D50362,5,2,1,Driver,Customer not found on location,2014,12,SubwayStations,14/12/2014,03:00PM-06:00PM
21223209,2014-12-14 15:53:00,-73.97769,40.78886,-73.96604,40.79488,C36127,D79566,4,5,1,Driver,Issue with vehicle,2014,12,Tourist_Spots,14/12/2014,03:00PM-06:00PM
12643396,2014-12-14 16:17:00,-73.9689,40.7548,-73.990037,40.756515,C51027,D27764,4,4,1,Driver,Customer not found on location,2014,12,Airport,14/12/2014,03:00PM-06:00PM
4927009,2014-12-14 22:08:23,0.0,0.0,0.0,0.0,C28260,D12502,4,4,1,Customer,High trip charges,2014,12,Tourist_Spots,14/12/2014,12:00AM-3:00AM
17386237,2014-12-15 00:19:14,-73.974877,40.757395,-73.971045,40.748372,C29604,D78317,3,2,1,Customer,Delay in arrival,2014,12,0.0,15/12/2014,12:00AM-03:00AM
17898968,2014-12-15 07:49:04,-73.990363,40.756247,-73.978232,40.737463,C26748,D16930,4,3,1,Driver,Delay due to traffic,2014,12,Industrial_Zones,15/12/2014,06:00AM-09:00AM
6852959,2014-12-15 09:02:07,-73.971761,40.75039,-74.01264,40.701954,C24739,D55311,4,1,1,Customer,Delay in arrival,2014,12,Tourist_Spots,15/12/2014,09:00AM-12:00PM
43620384,2014-12-15 15:36:00,-73.991575,40.749957,-73.95452,40.765452,C21471,D26336,2,1,1,Driver,Customer not found on location,2014,12,Airport,15/12/2014,03:00PM-06:00PM
45617499,2014-12-16 02:20:00,-73.984378,40.734697,-73.968617,40.7524,C51793,D38776,4,5,1,Customer,Inappropriate behavior of driver,2014,12,Pubs,16/12/2014,12:00AM-03:00AM
16233922,2014-12-16 02:25:00,-73.994817,40.721415,-73.927535,40.755492,C51170,D57089,2,4,1,Driver,Customer not found on location,2014,12,Industrial_Zones,16/12/2014,12:00AM-03:00AM
15448678,2014-12-16 09:58:36,-73.95612,40.784668,-73.955729,40.779503,C44412,D44453,5,4,1,Driver,Issue with vehicle,2014,12,Airport,16/12/2014,09:00AM-12:00PM
12736914,2014-12-16 10:17:00,-73.940167,40.809375,-73.959502,40.79897,C39752,D43171,1,2,1,Driver,Delay due to traffic,2014,12,Tourist_Spots,16/12/2014,09:00AM-12:00PM
45377819,2014-12-16 11:57:33,-73.97699,40.751714,-73.981781,40.759584,C29604,D63151,4,4,1,Driver,Issue with vehicle,2014,12,Airport,16/12/2014,09:00AM-12:00PM
6293379,2014-12-16 17:02:00,-73.96646,40.76388,-73.96205,40.77064,C20147,D26625,3,4,1,Customer,Delay in arrival,2014,12,Industrial_Zones,16/12/2014,03:00PM-06:00PM
51411537,2014-12-16 21:01:23,-73.978377,40.750723,-73.965403,40.758344,C52940,D64210,5,3,1,Customer,Change of plan,2014,12,Tourist_Spots,16/12/2014,06:00PM-09:00PM
34573,2014-12-16 21:59:00,-73.9853,40.76073,-73.9856,40.75848,C51673,D63151,2,3,1,Customer,High trip charges,2014,12,Pubs,16/12/2014,06:00PM-09:00PM
17768578,2014-12-16 23:22:00,-73.991098,40.760725,-73.979012,40.752882,C24739,D12502,4,3,1,Driver,Issue with vehicle,2014,12,Tourist_Spots,16/12/2014,12:00AM-3:00AM
16847961,2014-12-17 05:59:06,-73.970437,40.796736,-73.979589,40.777605,C23960,D22724,4,5,1,Driver,Customer not found on location,2014,12,Pubs,17/12/2014,03:00AM-06:00AM
25005418,2014-12-17 09:20:07,-73.992058,40.737955,-74.004448,40.742431,C50648,D56919,3,2,1,Customer,High trip charges,2014,12,SubwayStations,17/12/2014,09:00AM-12:00PM
46844739,2014-12-17 12:51:56,-73.99213,40.729219,-73.992974,40.733788,C39175,D83241,5,3,1,Customer,Change of plan,2014,12,Industrial_Zones,17/12/2014,12:00PM-03:00PM
20741087,2014-12-17 20:33:56,-73.983118,40.735539,-73.997295,40.745289,C23672,D11542,2,3,1,Customer,Delay in arrival,2014,12,Pubs,17/12/2014,06:00PM-09:00PM
23366935,2014-12-18 08:11:28,-73.885352,40.772845,-73.985648,40.756344,C27365,D43171,5,4,1,Driver,Customer not found on location,2014,12,Industrial_Zones,18/12/2014,06:00AM-09:00AM
3126864,2014-12-18 11:31:00,-73.976247,40.744442,-73.987473,40.729002,C36127,D78317,4,2,1,Driver,Customer not found on location,2014,12,Airport,18/12/2014,09:00AM-12:00PM
17016068,2014-12-18 14:08:00,-73.790208,40.64372,-73.83227,40.761162,C20841,D14326,3,5,1,Driver,Customer not found on location,2014,12,Airport,18/12/2014,12:00PM-03:00PM
4511935,2014-12-18 19:44:33,-73.99325,40.747532,-73.993298,40.747557,C24982,D78317,4,4,1,Driver,Issue with vehicle,2014,12,Tourist_Spots,18/12/2014,06:00PM-09:00PM
2852118,2014-12-19 20:26:00,-73.978973,40.719897,-73.978727,40.748695,C21471,D98272,5,1,1,Customer,High trip charges,2014,12,SubwayStations,19/12/2014,06:00PM-09:00PM
48990771,2014-12-19 21:14:00,-73.990935,40.734697,-74.009385,40.738762,C49226,D16930,4,4,1,Driver,Customer not found on location,2014,12,Tourist_Spots,19/12/2014,06:00PM-09:00PM
14968921,2014-12-19 23:28:26,-73.960029,40.776455,-73.955809,40.781962,C11938,D36668,2,1,1,Driver,Customer not found on location,2014,12,SubwayStations,19/12/2014,12:00AM-3:00AM
51102189,2014-12-20 00:32:06,-73.981834,40.772842,-73.969138,40.769156,C18740,D30700,4,5,1,Driver,Customer not found on location,2014,12,0.0,20/12/2014,12:00AM-03:00AM
16973629,2014-12-20 11:38:13,-73.979056,40.736285,-74.006769,40.730849,C17953,D11542,3,2,1,Driver,Issue with vehicle,2014,12,Industrial_Zones,20/12/2014,09:00AM-12:00PM
45035153,2014-12-20 15:35:00,-73.984342,40.747447,-73.987045,40.749372,C49226,D98272,3,3,1,Customer,Change of plan,2014,12,Tourist_Spots,20/12/2014,03:00PM-06:00PM
12169001,2014-12-20 17:55:19,0.0,0.0,-73.915125,40.743575,C15722,D12502,4,5,1,Driver,Issue with vehicle,2014,12,Industrial_Zones,20/12/2014,03:00PM-06:00PM
35339618,2014-12-20 21:20:00,-73.984698,40.737017,-73.988637,40.724135,C35892,D18920,2,3,1,Driver,Issue with vehicle,2014,12,Pubs,20/12/2014,06:00PM-09:00PM
47730095,2014-12-20 22:27:57,-73.957282,40.770794,-73.946654,40.77675,C22846,D44453,4,3,1,Customer,Delay in arrival,2014,12,Tourist_Spots,20/12/2014,12:00AM-3:00AM
23820102,2014-12-20 22:46:49,-73.96337,40.798712,-73.97851,40.79085,C22069,D11542,4,4,1,Driver,Delay due to traffic,2014,12,Tourist_Spots,20/12/2014,12:00AM-3:00AM
1962395,2014-12-20 23:48:00,-73.98534,40.75726,-74.00081,40.71849,C25768,D38776,4,4,1,Driver,Delay due to traffic,2014,12,Industrial_Zones,20/12/2014,12:00AM-3:00AM
18272217,2014-12-21 12:05:57,-73.975676,40.756627,-74.014723,40.709676,C26756,D83241,2,3,1,Driver,Customer not found on location,2014,12,Tourist_Spots,21/12/2014,12:00PM-03:00PM
29924188,2014-12-21 16:29:00,-73.962948,40.778087,-73.964217,40.767905,C21351,D69622,4,2,1,Customer,Delay in arrival,2014,12,Airport,21/12/2014,03:00PM-06:00PM
44684328,2014-12-21 19:19:58,-74.006472,40.732876,-73.928889,40.866825,C12608,D76086,4,3,1,Driver,Delay due to traffic,2014,12,Tourist_Spots,21/12/2014,06:00PM-09:00PM
30112016,2014-12-21 19:33:45,-73.968365,40.750808,-73.95187,40.771064,C40467,D12789,3,3,1,Driver,Inappropriate behavior of customer,2014,12,Pubs,21/12/2014,06:00PM-09:00PM
35272612,2014-12-21 20:23:00,-73.986017,40.72207,-73.947595,40.770972,C39374,D16930,3,4,1,Driver,Issue with vehicle,2014,12,Airport,21/12/2014,06:00PM-09:00PM
52280908,2014-12-21 20:47:00,-73.994832,40.750582,-73.97681,40.759882,C36214,D54605,4,3,1,Customer,High trip charges,2014,12,Industrial_Zones,21/12/2014,06:00PM-09:00PM
32815644,2014-12-22 07:26:00,-73.96258,40.77299,-73.97254,40.7591,C17629,D78317,1,5,1,Driver,Customer not found on location,2014,12,Industrial_Zones,22/12/2014,06:00AM-09:00AM
32548098,2014-12-22 11:53:00,-73.980625,40.759025,-73.984868,40.779395,C20492,D56919,3,5,1,Customer,High trip charges,2014,12,Pubs,22/12/2014,09:00AM-12:00PM
38706015,2014-12-22 13:24:00,-73.994392,40.750622,-73.979477,40.76362,C23933,D11048,2,4,1,Driver,Customer not found on location,2014,12,Tourist_Spots,22/12/2014,12:00PM-03:00PM
18540235,2014-12-22 19:42:00,-73.999285,40.725057,-73.984693,40.728875,C29162,D79566,2,5,1,Customer,High trip charges,2014,12,Pubs,22/12/2014,06:00PM-09:00PM
46085215,2014-12-22 20:47:00,-73.982608,40.774982,-73.938575,40.799832,C14890,D79708,5,5,1,Customer,Inappropriate behavior of driver,2014,12,Tourist_Spots,22/12/2014,06:00PM-09:00PM
2897606,2014-12-23 05:21:00,-74.002922,40.71842,-74.009927,40.710645,C20073,D38776,5,3,1,Customer,Change of plan,2014,12,Industrial_Zones,23/12/2014,03:00AM-06:00AM
17984637,2014-12-23 07:13:00,-73.978877,40.745222,-73.978765,40.745187,C52940,D48465,5,1,1,Customer,Delay in arrival,2014,12,Industrial_Zones,23/12/2014,06:00AM-09:00AM
23251898,2014-12-23 12:13:00,-73.992937,40.768545,-73.985,40.760012,C23908,D16930,5,2,1,Driver,Delay due to traffic,2014,12,Tourist_Spots,23/12/2014,12:00PM-03:00PM
25992079,2014-12-23 20:19:00,-74.005027,40.720177,-74.01645,40.716597,C25439,D11542,3,3,1,Driver,Customer not found on location,2014,12,Pubs,23/12/2014,06:00PM-09:00PM
52246721,2014-12-23 22:44:00,-73.981378,40.748897,-73.915185,40.763932,C43455,D56919,5,4,1,Driver,Inappropriate behavior of customer,2014,12,Airport,23/12/2014,12:00AM-3:00AM
37698091,2014-12-24 07:59:39,-73.978573,40.747509,-73.89659,40.759721,C19620,D54605,4,2,1,Customer,Change of plan,2014,12,SubwayStations,24/12/2014,06:00AM-09:00AM
31422999,2014-12-24 09:36:18,-74.015794,40.714908,-73.976093,40.750391,C18630,D63200,4,5,1,Customer,High trip charges,2014,12,Industrial_Zones,24/12/2014,09:00AM-12:00PM
22075330,2014-12-24 10:31:56,-73.974522,40.762213,-73.987193,40.745084,C20659,D99787,4,5,1,Customer,High trip charges,2014,12,Industrial_Zones,24/12/2014,09:00AM-12:00PM
3101968,2014-12-24 13:20:00,-73.961948,40.767882,-73.954695,40.76581,C15370,D30700,1,4,1,Customer,High trip charges,2014,12,Tourist_Spots,24/12/2014,12:00PM-03:00PM
3793331,2014-12-24 14:11:52,-74.006754,40.751214,-74.008485,40.734368,C22177,D26336,4,5,1,Driver,Customer not found on location,2014,12,Tourist_Spots,24/12/2014,12:00PM-03:00PM
13262880,2014-12-24 16:25:00,-73.981297,40.75856,-73.973625,40.754912,C25806,D57089,4,2,1,Customer,Change of plan,2014,12,Sports_Arenas,24/12/2014,03:00PM-06:00PM
38814057,2014-12-24 18:07:33,-73.983033,40.761508,-73.991578,40.75009,C17629,D89828,2,2,1,Driver,Customer not found on location,2014,12,Pubs,24/12/2014,06:00PM-09:00PM
8685803,2014-12-24 23:45:00,-73.984378,40.769727,-73.99123,40.723367,C39632,D38776,4,3,1,Driver,Issue with vehicle,2014,12,Tourist_Spots,24/12/2014,12:00AM-3:00AM
50798257,2014-12-25 14:02:26,-73.998348,40.722822,-73.983725,40.74401,C11938,D26625,5,2,1,Driver,Issue with vehicle,2014,12,Sports_Arenas,25/12/2014,12:00PM-03:00PM
16057816,2014-12-25 15:34:00,-73.955097,40.785827,-73.964202,40.776267,C49620,D63647,5,3,1,Customer,Change of plan,2014,12,Industrial_Zones,25/12/2014,03:00PM-06:00PM
6162549,2014-12-25 18:20:00,-73.980602,40.75927,-73.98729,40.748492,C18935,D99787,3,5,1,Driver,Customer not found on location,2014,12,SubwayStations,25/12/2014,06:00PM-09:00PM
281200,2014-12-26 07:17:23,-73.952044,40.773764,-73.952401,40.789663,C21911,D13828,4,5,1,Driver,Customer not found on location,2014,12,Airport,26/12/2014,06:00AM-09:00AM
42754988,2014-12-26 15:28:00,-73.972677,40.764557,-73.99105,40.750337,C44412,D26625,5,3,1,Customer,Delay in arrival,2014,12,Tourist_Spots,26/12/2014,03:00PM-06:00PM
53822563,2014-12-26 15:29:40,-73.985184,40.732484,-73.988951,40.759391,C22916,D34300,4,4,1,Customer,Change of plan,2014,12,SubwayStations,26/12/2014,03:00PM-06:00PM
44410773,2014-12-26 21:15:15,-73.969323,40.761618,-73.975935,40.756398,C11029,D18920,5,5,1,Driver,Inappropriate behavior of customer,2014,12,Airport,26/12/2014,06:00PM-09:00PM
5526725,2014-12-26 22:48:13,-73.988063,40.738188,-73.966209,40.75735,C29861,D78629,3,4,1,Customer,Delay in arrival,2014,12,Airport,26/12/2014,12:00AM-3:00AM
123004,2014-12-27 11:03:45,-73.984844,40.779237,-73.966379,40.757844,C38391,D12789,4,5,1,Driver,Issue with vehicle,2014,12,SubwayStations,27/12/2014,09:00AM-12:00PM
50459723,2014-12-27 13:19:00,-73.788482,40.641702,-73.846772,40.679812,C16964,D55311,2,2,1,Driver,Customer not found on location,2014,12,Airport,27/12/2014,12:00PM-03:00PM
38418836,2014-12-27 15:33:00,-73.983082,40.759067,-73.992202,40.748647,C17953,D69622,4,3,1,Driver,Customer not found on location,2014,12,Industrial_Zones,27/12/2014,03:00PM-06:00PM
53713888,2014-12-27 16:34:00,-73.9847,40.779427,-73.990478,40.764462,C37591,D63151,2,3,1,Driver,Issue with vehicle,2014,12,Industrial_Zones,27/12/2014,03:00PM-06:00PM
18358278,2014-12-27 19:13:34,-73.982025,40.775083,-73.965484,40.793061,C50462,D11542,4,5,1,Customer,Change of plan,2014,12,Airport,27/12/2014,06:00PM-09:00PM
22823326,2014-12-27 19:21:07,-73.988772,40.73995,-74.002431,40.747674,C38438,D78317,4,5,1,Customer,Change of plan,2014,12,SubwayStations,27/12/2014,06:00PM-09:00PM
35838493,2014-12-27 23:58:49,-73.995697,40.759292,-74.004395,40.752608,C39140,D49646,4,5,1,Driver,Issue with vehicle,2014,12,Pubs,27/12/2014,12:00AM-3:00AM
5141204,2014-12-28 02:34:42,-73.982628,40.727245,-73.978369,40.745942,C19782,D36668,4,3,1,Driver,Delay due to traffic,2014,12,SubwayStations,28/12/2014,12:00AM-03:00AM
